127127,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,1273
84,Nathan Childress F,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,84120001000000000000000
84,Adrian Chapman G,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,84110000000000000000000
84,Jacquez Henderson G,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,84110000000000000000000
84,Michael Shipp G,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,84110000000000000000000
84,Total,3,,91.3,38.7,13.7,5.3,6.3,11.3,53.2,76.0,34.8,,8439133871375363113532760348
26082608,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,26083
2608,Jordan Ford G,2,42.5,24.0,4.0,2.5,2.5,0.5,3.0,46.5,60.0,41.7,,260824252404025250530465600417
2608,Malik Fitts F,2,38.5,17.0,9.0,1.5,1.0,0.5,2.5,40.0,64.3,20.0,,260823851709015100525400643200
2608,Tanner Krebs G,2,34.5,12.0,5.0,0.0,0.5,1.0,0.5,47.1,75.0,45.5,,260823451205000051005471750455
2608,Logan Johnson G,2,22.5,3.5,1.5,0.0,0.5,0.0,3.0,11.1,100.0,25.0,,260822253515000500301111000250
2608,Matthias Tass F,2,26.5,2.5,7.0,3.5,0.5,1.0,1.5,28.6,50.0,0.0,,2608226525703505101528650000
2608,Alex Ducas G,2,8.0,1.5,1.0,0.0,0.0,0.0,0.0,33.3,0.0,50.0,,260828015100000000033300500
2608,Dan Fotu F,2,13.5,1.0,1.0,0.5,0.5,0.0,1.5,50.0,0.0,0.0,,260821351010050500155000000
2608,Kyle Bowen F,2,5.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,,26082500510000000000050000
2608,Aaron Menzies C,2,1.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,2608215000500000005000000
2608,Elijah Thomas F,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2608120000000000000000000
2608,Tommy Kuhse G,1,25.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,,26081250001000100030000000
2608,Kristers Zoriks G,2,6.5,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,2608265001505000000000000
2608,Total,2,,62.0,33.5,8.5,6.0,3.0,15.0,39.8,67.7,37.1,,26082620335856030150398677371
25992599,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,25993
2599,Mustapha Heron G,3,28.0,20.0,2.3,3.0,0.7,0.3,2.0,47.5,85.7,66.7,,259932802002330070320475857667
2599,LJ Figueroa G,3,30.3,20.0,5.7,4.0,3.0,0.7,2.0,39.6,68.8,50.0,,259933032005740300720396688500
2599,Marcellus Earlington F,3,15.3,10.0,4.0,0.3,1.0,0.0,1.3,48.0,71.4,33.3,,259931531004003100013480714333
2599,Julian Champagnie G,3,25.3,9.7,8.3,0.7,1.0,1.3,1.0,51.9,50.0,0.0,,2599325397830710131051950000
2599,David Caraher G,3,15.7,8.3,3.0,0.3,0.0,0.3,0.3,42.1,75.0,27.3,,25993157833003000303421750273
2599,Josh Roberts F,3,28.3,8.3,7.0,1.0,1.0,4.0,0.0,60.0,33.3,0.0,,2599328383701010400060033300
2599,Nick Rutherford G,3,24.7,7.7,3.7,4.7,1.7,0.3,3.0,47.4,66.7,20.0,,25993247773747170330474667200
2599,Greg Williams Jr. G,3,19.7,3.3,3.0,2.3,0.7,0.0,1.3,23.1,66.7,0.0,,2599319733302307001323166700
2599,Damien Sears F,3,8.3,2.7,4.0,0.7,0.7,0.0,0.7,40.0,0.0,0.0,,25993832740070700074000000
2599,Justin Cole G,2,3.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,2599235000000000005000000
2599,Thomas O&#x27;Connell G,2,3.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,,259927230000000050005000000
2599,Total,3,,90.0,43.7,17.0,10.0,7.0,12.7,44.8,68.8,40.0,,2599390043717010070127448688400
145145,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,1453
145,KJ Buffen F,2,32.0,19.5,9.0,1.5,3.0,1.0,2.5,73.7,71.4,50.0,,14523201959015301025737714500
145,Devontae Shuler G,2,31.0,16.0,3.5,3.0,3.0,0.0,4.5,57.1,50.0,45.5,,14523101603530300045571500455
145,Breein Tyree G,2,31.0,13.5,2.5,3.5,3.0,0.0,1.5,37.0,80.0,20.0,,14523101352535300015370800200
145,Khadim Sy F,2,22.0,5.0,5.5,1.5,0.5,1.0,0.5,44.4,100.0,0.0,,1452220505515051005444100000
145,Luis Rodriguez G,2,23.0,5.0,5.5,2.0,2.5,1.0,0.5,40.0,33.3,0.0,,145223050552025100540033300
145,Austin Crowley G,2,16.0,4.5,2.5,0.5,0.0,0.0,1.0,50.0,0.0,50.0,,145216045250500001050000500
145,Carlos Curry F,2,4.5,2.0,1.5,0.0,0.0,0.0,0.0,50.0,0.0,0.0,,1452452015000000005000000
145,Franco Miller Jr. G,2,6.0,2.0,0.5,0.5,0.5,0.0,0.5,33.3,50.0,50.0,,145260200505050005333500500
145,Sammy Hunter F,2,16.0,1.0,1.5,1.0,0.0,0.0,0.5,0.0,100.0,0.0,,145216010151000000500100000
145,Bryce Williams G,2,10.0,1.0,0.5,1.5,0.0,0.0,1.0,50.0,0.0,0.0,,14521001005150000105000000
145,John McBride G,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,145130000000000000000000
145,Antavion Collum F,2,6.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,,145265000000050005000000
145,Conner McKay G,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,145110000000000000000000
145,Total,2,,69.5,37.5,15.0,13.0,3.0,14.0,47.7,64.9,31.7,,145269537515013030140477649317
26282628,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,26283
2628,Desmond Bane G,2,33.5,25.5,5.0,4.5,2.0,0.5,1.0,59.4,100.0,52.2,,2628233525550452005105941000522
2628,RJ Nembhard G,2,30.5,15.0,3.0,3.0,1.5,0.0,0.5,45.5,100.0,25.0,,2628230515030301500054551000250
2628,Kevin Samuel C,2,31.5,14.5,12.0,0.0,0.5,5.0,1.0,72.2,37.5,0.0,,262823151451200005501072237500
2628,Jaire Grayer G,2,26.5,12.0,8.5,0.5,0.5,0.5,2.0,60.0,0.0,54.5,,26282265120850505052060000545
2628,Edric Dennis G,2,19.0,11.5,2.0,6.0,1.5,0.5,2.5,40.0,75.0,33.3,,262821901152060150525400750333
2628,PJ Fuller G,2,22.5,9.5,4.5,3.0,2.5,2.0,2.0,42.1,100.0,25.0,,262822259545302520204211000250
2628,Francisco Farabello G,2,22.5,2.5,0.0,6.0,1.5,0.0,2.0,40.0,0.0,25.0,,2628222525006015002040000250
2628,Dylan Arnette G,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2628210000000000000000000
2628,Owen Aschieris G,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2628210000000000000000000
2628,Russell Barlow C,2,8.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,2628285000505000000000000
2628,Diante Smith F,1,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2628150000000000010000000
2628,Anthony Lucenti G,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2628210000000000000000000
2628,Total,2,,90.5,37.5,23.5,10.0,8.5,12.5,51.9,68.2,39.4,,2628290537523510085125519682394
21842184,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,21843
2184,Sincere Carry G,2,35.0,19.5,4.0,3.0,1.0,0.0,5.0,65.2,75.0,60.0,,218423501954030100050652750600
2184,Baylee Steele C,2,29.0,12.5,6.5,0.0,3.0,2.0,0.0,33.3,75.0,30.8,,218422901256500302000333750308
2184,Michael Hughes C,2,13.5,11.5,6.0,1.0,1.5,1.5,2.0,66.7,87.5,0.0,,21842135115601015152066787500
2184,Maceo Austin G,2,29.0,11.5,4.0,1.0,1.0,0.5,1.5,50.0,50.0,50.0,,218422901154010100515500500500
2184,Marcus Weathers F,2,29.5,10.0,5.5,1.5,1.0,2.0,1.5,63.6,100.0,0.0,,218422951005515102015636100000
2184,Tavian Dunn-Martin G,2,28.5,7.0,1.0,5.0,1.5,0.0,1.0,33.3,100.0,40.0,,218422857010501500103331000400
2184,Lamar Norman Jr. G,2,16.0,4.0,2.0,0.0,0.0,0.0,1.0,33.3,0.0,33.3,,2184216040200000001033300333
2184,Caleb Davis G,1,1.0,3.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,100.0,,21841103000000000101000001000
2184,Austin Rotroff F,2,8.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,75.0,0.0,,21842801515000000000075000
2184,Ashton Miller G,2,4.5,1.0,0.0,0.0,0.0,0.0,0.5,25.0,0.0,0.0,,21842451000000000052500000
2184,Evan Buckley G,1,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,21841120001010100000000000
2184,Jake Harper G,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2184110000000000000000000
2184,Total,2,,80.0,34.0,12.0,9.5,6.0,13.0,47.5,83.3,40.4,,218428003401209560130475833404
6666,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,663
66,Rasir Bolton G,3,28.3,14.0,3.7,2.3,1.0,0.0,1.3,42.1,88.9,13.3,,6632831403723100013421889133
66,Michael Jacobson F,3,25.7,12.7,10.0,0.7,0.3,0.0,1.0,46.9,66.7,44.4,,66325712710007030010469667444
66,Solomon Young F,3,20.3,11.3,4.3,1.0,0.3,1.7,2.0,53.8,85.7,0.0,,663203113431003172053885700
66,George Conditt IV F,3,17.3,11.0,5.7,0.7,0.3,4.0,1.3,83.3,50.0,0.0,,663173110570703401383350000
66,Tyrese Haliburton G,3,35.0,10.3,6.0,10.7,3.7,0.3,2.0,43.3,33.3,26.7,,66335010360107370320433333267
66,Caleb Grill G,2,11.5,7.5,1.5,1.5,1.0,0.5,0.0,75.0,0.0,75.0,,66211575151510050075000750
66,Zion Griffin F,3,13.7,7.3,3.7,0.7,1.0,0.0,0.7,47.1,66.7,36.4,,663137733707100007471667364
66,Prentiss Nixon G,3,27.7,7.0,2.7,2.3,1.7,0.3,0.3,28.0,62.5,15.4,,663277702723170303280625154
66,Tre Jackson G,3,17.0,4.7,1.3,1.7,0.3,0.0,0.7,33.3,0.0,36.4,,66317047131703000733300364
66,Terrence Lewis G,2,4.5,1.0,0.0,0.5,0.0,0.0,0.0,33.3,0.0,0.0,,662451000050000003330000
66,Nate Schuster G,2,1.5,1.0,0.0,0.0,0.5,0.0,0.0,50.0,0.0,0.0,,662151000000500005000000
66,Carter Boothe G,2,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,66215000000000005000000
66,Eric Steyer G,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,66220000000000000000000
66,Nate Jenkins G,2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,66215000000000000000000
66,Total,3,,84.7,39.7,21.3,9.7,6.7,9.7,47.0,65.9,28.4,,663847397213976797470659284
23062306,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,23063
2306,Cartier Diarra G,2,34.0,17.5,5.0,6.0,0.5,0.5,3.0,33.3,90.0,13.3,,230623401755060050530333900133
2306,Xavier Sneed F,2,32.0,14.0,5.5,1.0,1.0,0.5,2.0,34.5,100.0,25.0,,2306232014055101005203451000250
2306,Makol Mawien F,2,25.0,8.5,6.5,1.0,0.0,1.0,1.0,46.7,50.0,100.0,,230622508565100010104675001000
2306,Mike McGuirl G,2,24.5,6.0,3.0,2.0,2.0,0.0,1.0,57.1,100.0,40.0,,230622456030202000105711000400
2306,Levi Stockard III F,2,16.0,6.0,3.0,0.5,1.5,0.0,1.0,62.5,100.0,0.0,,23062160603005150010625100000
2306,DaJuan Gordon G,2,25.0,5.0,2.0,1.5,2.0,0.5,2.5,57.1,0.0,66.7,,2306225050201520052557100667
2306,Montavious Murphy F,2,30.5,3.5,6.0,0.5,0.0,0.5,1.5,42.9,50.0,0.0,,2306230535600500051542950000
2306,Antonio Gordon F,2,10.5,2.0,3.5,0.0,0.0,0.5,0.5,33.3,0.0,0.0,,230621052035000005053330000
2306,David Sloan G,2,14.5,1.0,1.0,1.0,0.0,0.0,0.5,20.0,0.0,0.0,,230621451010100000052000000
2306,Pierson McAtee F,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2306110000000000000000000
2306,Total,2,,63.5,38.0,13.5,7.0,3.5,13.0,40.0,77.8,22.7,,230626353801357035130400778227
259259,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,2593
259,Landers Nolley II G,2,31.5,20.5,6.0,0.5,1.5,0.5,4.0,45.5,63.6,30.8,,25923152056005150540455636308
259,Nahiem Alleyne G,2,23.5,14.5,2.5,0.5,0.5,0.0,1.0,47.1,87.5,50.0,,25922351452505050010471875500
259,P.J. Horne F,2,29.0,8.5,5.0,2.0,0.5,0.0,1.0,50.0,100.0,50.0,,25922908550200500105001000500
259,Tyrece Radford G,2,16.5,7.0,6.0,0.5,0.0,1.0,0.0,66.7,66.7,0.0,,259216570600500100066766700
259,Isaiah Wilkins G,2,22.0,5.5,6.5,1.0,1.0,0.0,2.5,26.7,33.3,25.0,,2592220556510100025267333250
259,Wabissa Bede G,2,28.0,5.0,8.5,8.0,1.0,0.5,2.5,37.5,75.0,25.0,,2592280508580100525375750250
259,Jalen Cone G,2,12.0,4.0,1.0,0.0,0.0,0.0,1.5,33.3,0.0,40.0,,259212040100000001533300400
259,John Ojiako F,2,9.5,3.0,1.5,0.0,0.0,0.5,0.5,50.0,100.0,0.0,,259295301500000505500100000
259,Hunter Cattoor G,2,24.5,2.5,6.0,1.5,0.5,0.5,1.0,22.2,0.0,14.3,,259224525601505051022200143
259,Branden Johnson F,1,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,259150001000000000000000
259,Brendan Palmer G,1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,259120001000100000000000
259,Total,2,,70.5,46.5,14.0,5.5,3.0,14.0,41.5,71.9,33.3,,25927054651405530140415719333
127127,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,1273
127,Cassius Winston G,2,29.0,19.0,1.5,7.5,1.0,0.0,2.0,42.9,90.9,26.7,,12722901901575100020429909267
127,Aaron Henry F,2,23.5,12.5,2.0,2.0,2.0,1.5,0.5,69.2,100.0,60.0,,127223512520202015056921000600
127,Xavier Tillman F,2,27.0,12.0,8.5,1.5,0.0,1.0,1.5,50.0,87.5,20.0,,12722701208515001015500875200
127,Marcus Bingham Jr. F,2,14.5,10.0,6.0,0.5,0.5,2.0,1.0,53.3,44.4,0.0,,1272145100600505201053344400
127,Thomas Kithier F,2,19.5,8.5,3.0,2.0,0.0,0.0,1.0,100.0,100.0,0.0,,12721958530200000101000100000
127,Gabe Brown F,2,17.0,7.5,1.5,0.5,0.0,0.0,0.5,42.9,100.0,33.3,,12721707515050000054291000333
127,Kyle Ahrens G,2,17.0,3.5,2.5,0.5,0.5,0.0,0.0,33.3,0.0,25.0,,127217035250505000033300250
127,Conner George G,1,4.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,,1271403040100000000075000
127,Rocket Watts G,2,22.5,2.5,1.0,2.0,1.0,0.0,1.5,15.4,0.0,11.1,,127222525102010001515400111
127,Braden Burke F,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,12712020000000000010000000
127,Brock Washington G,1,2.0,2.0,3.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,,1271202030000000105000000
127,Julius Marble F,2,5.0,2.0,1.0,0.0,0.0,0.0,0.5,100.0,0.0,0.0,,12725020100000000510000000
127,Jack Hoiberg G,2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,127215000000000000000000
127,Foster Loyer G,2,7.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,,127275000010000005000000
127,Steven Izzo G,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,127120000000000000000000
127,Malik Hall F,2,11.0,0.0,3.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,,1272110003015050000000000
127,Total,2,,81.0,39.0,19.5,5.5,4.5,10.0,46.2,78.9,23.5,,12728103901955545100462789235
120120,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,1203
120,Jalen Smith F,2,29.5,17.5,11.0,0.0,0.5,2.5,2.5,51.9,63.6,0.0,,12022951751100005252551963600
120,Anthony Cowan Jr. G,2,33.0,13.0,3.5,5.0,1.0,1.0,1.5,38.1,81.8,14.3,,12023301303550101015381818143
120,Eric Ayala G,2,29.0,12.5,3.0,1.5,0.0,0.0,1.0,45.0,100.0,20.0,,120229012530150000104501000200
120,Aaron Wiggins G,2,29.0,11.0,9.0,3.0,3.0,1.5,1.5,36.4,50.0,18.2,,12022901109030301515364500182
120,Darryl Morsell G,2,26.5,9.5,4.5,3.0,2.0,0.0,2.5,60.0,87.5,0.0,,120226595453020002560087500
120,Donta Scott F,2,16.0,7.0,3.5,0.5,0.5,0.0,0.5,50.0,0.0,40.0,,120216070350505000550000400
120,Serrel Smith Jr. G,2,9.5,4.0,1.0,0.0,0.0,0.0,0.5,42.9,0.0,50.0,,12029540100000000542900500
120,Makhi Mitchell F,2,6.0,4.0,1.5,0.0,0.5,0.5,0.5,66.7,0.0,0.0,,1202604015000505056670000
120,Ricky Lindo Jr. F,2,11.0,3.0,3.0,0.0,0.0,1.0,0.5,50.0,50.0,50.0,,1202110303000001005500500500
120,Hakim Hart G,1,3.0,3.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,,12013030100000000050000500
120,Makhel Mitchell F,2,6.5,1.0,2.5,0.5,0.0,0.0,1.0,100.0,0.0,0.0,,12026510250500001010000000
120,Joshua Tomaic F,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,120110000000000000000000
120,Travis Valmon G,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,120110000000000000000000
120,Reese Mona G,1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,120120000020000000000000
120,Will Clark F,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,120110000000000000000000
120,Total,2,,84.0,45.0,14.5,7.5,6.5,12.5,47.0,68.8,23.9,,12028404501457565125470688239
108108,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,1083
108,Chris Lewis F,3,24.7,12.0,6.3,0.7,0.7,0.7,0.7,66.7,50.0,0.0,,1083247120630707070766750000
108,Robert Baker F,3,23.7,10.0,5.0,1.0,1.7,2.3,1.0,47.8,66.7,33.3,,10832371005010172310478667333
108,Noah Kirkwood G,3,23.3,9.7,2.0,3.0,1.7,0.0,2.7,52.4,75.0,40.0,,1083233972030170027524750400
108,Christian Juzang G,2,27.5,9.5,1.5,4.0,0.5,0.0,2.0,33.3,100.0,25.0,,10822759515400500203331000250
108,Rio Haskett G,3,23.0,9.3,1.3,1.0,2.7,0.0,1.0,58.8,50.0,70.0,,1083230931310270010588500700
108,Chris Ledlum F,3,17.0,8.0,6.0,0.7,0.7,0.3,2.0,64.3,75.0,0.0,,108317080600707032064375000
108,Danilo Djuricic F,3,15.0,6.7,3.7,0.7,0.0,0.3,1.0,50.0,75.0,33.3,,1083150673707000310500750333
108,Justin Bassey G,3,26.0,6.0,4.3,1.7,1.7,0.3,1.0,36.8,66.7,0.0,,108326060431717031036866700
108,Idan Tretout G,2,7.5,4.5,0.5,0.5,0.0,0.5,0.5,66.7,50.0,0.0,,10827545050500050566750000
108,Mason Forbes F,2,12.0,4.0,2.0,0.5,0.0,1.0,0.5,66.7,0.0,0.0,,10821204020050010056670000
108,Luka Sakota G,3,10.0,1.7,0.0,0.7,0.3,0.0,1.3,40.0,0.0,50.0,,108310017000703001340000500
108,Ciaran Brayboy F,2,3.5,1.0,1.5,0.0,0.0,0.0,1.0,100.0,0.0,0.0,,10823510150000001010000000
108,Tommy O&#x27;Neil F,2,5.5,1.0,2.0,0.0,0.5,0.0,0.0,100.0,0.0,0.0,,1082725510200005000010000000
108,Total,3,,76.7,35.7,12.7,10.0,5.0,13.7,52.4,67.3,34.5,,108376735712710050137524673345
9999,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,993
99,Javonte Smart G,1,37.0,21.0,8.0,5.0,1.0,0.0,3.0,41.7,100.0,60.0,,99137021080501000304171000600
99,Emmitt Williams F,1,31.0,21.0,7.0,1.0,1.0,1.0,4.0,55.6,83.3,33.3,,9913102107010101040556833333
99,Skylar Mays G,1,36.0,18.0,8.0,3.0,1.0,1.0,3.0,54.5,71.4,33.3,,9913601808030101030545714333
99,Darius Days F,1,21.0,13.0,7.0,0.0,0.0,0.0,2.0,62.5,100.0,66.7,,99121013070000000206251000667
99,Trendon Watford F,1,26.0,10.0,7.0,1.0,0.0,1.0,2.0,33.3,50.0,0.0,,991260100701000102033350000
99,Charles Manning Jr. G,1,32.0,3.0,4.0,0.0,0.0,4.0,1.0,25.0,50.0,0.0,,99132030400000401025050000
99,Aundre Hyatt F,1,6.0,2.0,3.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,,9916020300000100010000000
99,Marshall Graves G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,99100000000000000000000
99,Courtese Cooper F,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,99100000000000000000000
99,James Bishop G,1,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,991110000010000010000000
99,Total,1,,88.0,46.0,11.0,3.0,8.0,16.0,47.4,79.4,38.9,,9918804601103080160474794389
183183,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,1833
183,Elijah Hughes F,1,40.0,14.0,5.0,1.0,1.0,1.0,1.0,28.6,60.0,30.0,,18314001405010101010286600300
183,Buddy Boeheim G,1,32.0,7.0,2.0,1.0,1.0,1.0,1.0,25.0,0.0,12.5,,183132070201010101025000125
183,Marek Dolezaj F,1,40.0,4.0,9.0,2.0,0.0,0.0,2.0,25.0,0.0,0.0,,18314004090200000202500000
183,Joseph Girard III G,1,22.0,3.0,0.0,2.0,0.0,0.0,2.0,16.7,0.0,25.0,,183122030002000002016700250
183,Bourama Sidibe F,1,22.0,2.0,2.0,0.0,1.0,0.0,1.0,50.0,0.0,0.0,,18312202020001000105000000
183,Jalen Carey G,1,18.0,2.0,5.0,1.0,1.0,0.0,1.0,16.7,0.0,0.0,,18311802050101000101670000
183,Jesse Edwards C,1,5.0,2.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,,18315020100000100010000000
183,Brycen Goodine G,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,183180000000000000000000
183,Quincy Guerrier F,1,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1831130000000100000000000
183,Total,1,,34.0,28.0,7.0,5.0,3.0,9.0,23.6,42.9,17.2,,183134028070503090236429172
21172117,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,21173
2117,David DiLeo F,2,25.0,26.0,3.5,1.0,1.0,0.0,1.0,62.1,100.0,55.0,,2117225026035101000106211000550
2117,Dallas Morgan G,2,17.5,20.0,6.0,1.0,1.5,0.0,0.5,60.9,100.0,46.2,,2117217520060101500056091000462
2117,Robert Montgomery F,2,22.5,14.5,7.0,1.5,1.0,1.0,0.0,50.0,83.3,66.7,,211722251457015101000500833667
2117,Devontae Lane G,2,21.0,12.5,0.5,4.5,2.5,0.0,0.0,50.0,83.3,0.0,,21172210125054525000050083300
2117,Deschon Winston G,2,20.0,10.0,2.0,3.5,2.5,0.0,1.0,47.1,50.0,0.0,,21172200100203525001047150000
2117,Travon Broadway Jr. G,2,22.0,10.0,6.5,3.5,4.0,0.0,0.0,72.7,40.0,50.0,,211722201006535400000727400500
2117,Kevin McKay G,2,24.5,9.5,4.0,2.0,2.5,0.0,0.5,40.0,63.6,0.0,,2117224595402025000540063600
2117,Corey Redman G,2,11.0,5.0,1.0,0.5,0.0,0.0,0.0,50.0,100.0,50.0,,211721105010050000005001000500
2117,Kevin Hamlet F,2,10.0,4.0,4.0,0.0,0.5,0.0,1.5,40.0,50.0,0.0,,2117210040400005001540050000
2117,Romelo Burrell F,2,15.5,3.5,7.0,0.5,0.5,0.0,0.0,33.3,75.0,0.0,,2117215535700505000033375000
2117,PJ Mitchell G,2,9.0,2.0,0.5,0.5,1.0,0.0,0.0,22.2,0.0,0.0,,21172902005051000002220000
2117,Michael Kemp F,2,2.0,1.0,1.5,0.0,0.0,0.0,0.0,50.0,0.0,0.0,,21172201015000000005000000
2117,Total,2,,118.0,45.5,18.5,17.0,1.0,4.5,51.6,71.4,39.1,,2117211804551851701045516714391
20572057,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,20573
2057,Adam Kunkel G,2,26.0,20.5,2.5,1.5,0.5,0.5,1.5,60.9,40.0,55.0,,205722602052515050515609400550
2057,Nick Muszynski C,2,28.5,17.5,4.0,2.5,0.0,3.0,0.0,59.3,50.0,66.7,,205722851754025003000593500667
2057,Tyler Scanlon F,2,29.0,10.0,6.0,4.5,1.5,0.0,2.0,46.7,100.0,33.3,,2057229010060451500204671000333
2057,Grayson Murphy G,2,31.0,10.0,8.5,5.0,4.0,0.0,1.5,56.3,100.0,50.0,,2057231010085504000155631000500
2057,Nick Hopkins G,2,14.5,7.0,0.5,1.5,0.0,0.0,1.5,30.8,83.3,11.1,,20572145700515000015308833111
2057,Tate Pierson G,2,7.5,4.0,1.0,0.5,0.0,0.0,0.0,50.0,0.0,40.0,,205727540100500000050000400
2057,Seth Adelsperger C,2,10.0,3.0,2.5,0.0,0.0,0.5,0.0,66.7,50.0,0.0,,2057210030250000050066750000
2057,Mitch Listau G,2,7.5,3.0,0.5,0.5,0.0,0.0,0.0,100.0,0.0,100.0,,20572753005050000001000001000
2057,Ben Sheppard G,2,9.0,3.0,1.5,1.0,0.0,0.0,0.5,40.0,66.7,0.0,,205729030151000000540066700
2057,Michael Benkert G,2,22.5,2.5,5.5,2.5,0.5,0.0,1.5,12.5,100.0,14.3,,205722252555250500151251000143
2057,Garrett Suedekum G,1,6.0,2.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,,205716020000010000010000000
2057,Caleb Hollander F,2,8.0,1.5,0.5,0.0,0.5,0.0,0.5,12.5,0.0,16.7,,205728015050005000512500167
2057,EJ Bellinger G,1,7.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,50.0,0.0,,20571701000100000200050000
2057,Total,2,,83.5,35.0,20.0,7.5,4.0,10.5,48.4,69.0,36.5,,205728353502007540105484690365
88,Name,GP,MIN,PTS,REB,AST,STL,BLK,TO,FG%,FT%,3P%,,83
